region1,region2,statistic,pvalue,hierarchy_level,corrected_pvalue,significant
A1,A1,,,0,,
A1,A2,10.377846548640264,0.005578009568825723,0,0.005578009568825723,True
A2,A2,7896.835399235599,0.0,0,0.0,True
A1-A1,A1-A1,,,1,,
A1-A1,A2-B1,2.435032280559426,0.29596438871833536,1,0.29596438871833536,False
A1-A1,A2-B2,27.922044884428487,8.645796151326341e-07,1,1.0807245189157926e-06,True
A2-B1,A2-B1,191.33937481731118,2.8260684262916207e-42,1,4.710114043819368e-42,True
A2-B1,A2-B2,518.9891769257956,2.0087789409924213e-113,1,5.021947352481053e-113,True
A2-B2,A2-B2,12533.930468031234,0.0,1,0.0,True
A1-A1-A1,A1-A1-A1,,,2,,
A1-A1-A1,A2-B1-C1,2.132129887269116,0.3443609344420406,2,0.3443609344420406,False
A1-A1-A1,A2-B1-C2,4.7040001321461204,0.09517860821360549,2,0.10250003961465207,False
A1-A1-A1,A2-B2-C3,7.806631366943975,0.020174906819034895,2,0.023537391288874044,True
A1-A1-A1,A2-B2-C4,30.117120988347324,2.8850295910907117e-07,2,4.0390414275269963e-07,True
A2-B1-C1,A2-B1-C1,16.322319481015256,0.0002855310607664401,2,0.0003634031682481965,True
A2-B1-C1,A2-B1-C2,85.75796132575852,2.3872357437661773e-19,2,4.774471487532355e-19,True
A2-B1-C1,A2-B2-C3,44.87008114783748,1.8054508807521548e-10,2,2.8084791478366847e-10,True
A2-B1-C1,A2-B2-C4,67.96131214450725,1.7473848916521082e-15,2,3.0579235603911894e-15,True
A2-B1-C2,A2-B1-C2,107.28334378085128,5.0549620318304234e-24,2,1.1794911407604321e-23,True
A2-B1-C2,A2-B2-C3,265.3360855239225,2.4154669723239114e-58,2,8.454134403133691e-58,True
A2-B1-C2,A2-B2-C4,250.38271080801496,4.2666318013481034e-55,2,1.1946569043774689e-54,True
A2-B2-C3,A2-B2-C3,1051.4688433932752,4.747245708371483e-229,2,2.215381330573359e-228,True
A2-B2-C3,A2-B2-C4,5668.861492771102,0.0,2,0.0,True
A2-B2-C4,A2-B2-C4,6352.822794328487,0.0,2,0.0,True
A1-A1-A1-A1,A1-A1-A1-A1,,,3,,
A1-A1-A1-A1,A2-B1-C1-D4,4.760991735537232,0.0925046960385008,3,0.10018800864590052,False
A1-A1-A1-A1,A2-B1-C1-D5,0.5433300876339047,0.7621094916283079,3,0.7621094916283079,False
A1-A1-A1-A1,A2-B1-C2-C2,4.7040001321461204,0.09517860821360549,3,0.10018800864590052,False
A1-A1-A1-A1,A2-B2-C3-C3,7.806631366943975,0.020174906819034895,3,0.025218633523793617,True
A1-A1-A1-A1,A2-B2-C4-C4,30.117120988347324,2.8850295910907117e-07,3,4.808382651817854e-07,True
A2-B1-C1-D4,A2-B1-C1-D4,7.3738998986084425,0.02504828418754881,3,0.029468569632410367,True
A2-B1-C1-D4,A2-B1-C1-D5,7.991346097023779,0.018395061474601734,3,0.02452674863280231,True
A2-B1-C1-D4,A2-B1-C2-C2,26.84443781376831,1.4818505096137322e-06,3,2.279770014790357e-06,True
A2-B1-C1-D4,A2-B2-C3-C3,62.726188435350196,2.3943147768837187e-14,3,4.353299594334034e-14,True
A2-B1-C1-D4,A2-B2-C4-C4,188.3248569628704,1.2757832852093576e-41,3,4.252610950697859e-41,True
A2-B1-C1-D5,A2-B1-C1-D5,10.258139242100015,0.005922067678499389,3,0.008460096683570556,True
A2-B1-C1-D5,A2-B1-C2-C2,103.86196745964116,2.796793015178016e-23,3,5.593586030356032e-23,True
A2-B1-C1-D5,A2-B2-C3-C3,117.86669681097192,2.544321497659063e-26,3,6.360803744147656e-26,True
A2-B1-C1-D5,A2-B2-C4-C4,135.98448311178618,2.9603610401700467e-30,3,8.458174400485848e-30,True
A2-B1-C2-C2,A2-B1-C2-C2,107.28334378085128,5.0549620318304234e-24,3,1.1233248959623163e-23,True
A2-B1-C2-C2,A2-B2-C3-C3,265.3360855239225,2.4154669723239114e-58,3,1.2077334861619556e-57,True
A2-B1-C2-C2,A2-B2-C4-C4,250.38271080801496,4.2666318013481034e-55,3,1.7066527205392414e-54,True
A2-B2-C3-C3,A2-B2-C3-C3,1051.4688433932752,4.747245708371483e-229,3,3.1648304722476555e-228,True
A2-B2-C3-C3,A2-B2-C4-C4,5668.861492771102,0.0,3,0.0,True
A2-B2-C4-C4,A2-B2-C4-C4,6352.822794328487,0.0,3,0.0,True
